,study_id,study_type,study_type_id,study_name,reference_id,reference_source,comments,description,study_description
737,6569,,,,SDY2586,,,Mouse Blood Gene signature,"In the search for biological markers after a large-scale exposure of the human population to radiation, gene expression is a sensitive endpoint easily translatable to in-field high throughput applications. Primarily, the ex-vivo irradiated healthy human blood model has been used to generate available gene expression datasets. This model has limitations i.e., lack of signaling from other irradiated tissues and deterioration of blood cells cultures over time. In vivo models are needed; therefore, we present our novel approach to define a gene signature in mouse blood cells that quantitatively correlates with radiation dose (at 1 Gy/min). Starting with available microarray datasets, we selected 30 radiation-responsive genes and performed cross-validation/training-testing data splits to downselect 16 radiation-responsive genes. We then tested these genes in an independent cohort of irradiated adult C57BL/6 mice (50:50 both sexes) and measured mRNA by quantitative RT-PCR in whole blood at 24 h. Dose reconstruction using net signal (difference between geometric means of top 3 positively correlated and top 4 negatively correlated genes with dose), was highly improved over the microarrays, with a root mean square error of +/-1.1 Gy in male and female mice combined. There were no significant sex-specific differences in mRNA or cell counts after irradiation."
738,1885,,,,SDY259,,,Reactive oxygen species and TH2 responses to papain,The role of reactive oxygen species in the TH2 response to papain was investigated. The production of ROS by dendritic cells both in vivo and in vitro was examined as an inducer of TH2 differentiation and suppressor of TH1 differentiation. CD70 and IL-12 as effectors of ROS-mediated suppression of TH1 differentiation were investigated as well as the effect of ROS on IL-4-mediated TH2 response.
739,6661,,,,SDY2591,,,COVID-19 vaccine induced poor neutralization titers for SARS-CoV-2 omicron variants in maternal and cord blood,To evaluate the impact of vaccination on maternal humoral immune response and transplacental antibody transfer for SARS-CoV-2 variants in pregnant individuals.
740,6661,,,,SDY2592,,,Estimating epidemiologic dynamics from cross-sectional viral load distributions,"To develop a new method using cycle threshold (Ct) values from RT-PCR tests, to robustly estimate the epidemic trajectory from multiple or even a single cross section of positive samples."
741,6661,,,,SDY2593,,,Severe acute respiratory coronavirus virus 2 (SARS-CoV-2) seroprevalence in healthcare personnel in northern California early in the coronavirus disease 2019 (COVID-19) pandemic,"To assess the magnitude of unidentified coronavirus disease 2019 (COVID-19) in Stanford Healthcare personnel (HCP) early in the COVID-19 pandemic, and to evaluate risk factors for infection to identify areas for improvement in infection control practice."
742,7282,,,,SDY2594,,,A phase II randomized trial with autologous polyclonal expanded regulatory T cells in children with new onset type 1 diabetes,"CD4+CD25hiCD127lo/-FOXP3+ regulatory T cells (Tregs) play a key role in preventing autoimmunity. In autoimmune type 1 diabetes (T1D), adoptive transfer of autologous polyclonal Tregs has been shown to be safe in adults in Phase I clinical trials. We explored factors contributing to efficacy of autologous polyclonal expanded Tregs (expTregs) in a randomized Phase II multi-center, double-blind, clinical trial in 110 treated children and adolescents with new-onset T1D (Sanford/Lisata Therapeutics T-Rex Phase II trial) randomized 1:1:1 to high- (24*10^6 cells/kg) or low- (1*10^6 cells/kg) dose treatments or to matching placebo. Cytometry, bulk and single-cell RNA-sequencing were performed on selected expTregs and peripheral blood samples from participants. The single doses of expTregs were safe but did not prevent the decline in residual beta cell function over one year compared to placebo (P = 0.94 low dose, P = 0.21 high dose), regardless of age or baseline C-peptide. ExpTregs were highly activated and suppressive in vitro. A transient increase of activated memory Tregs was detectable one week after infusion in the high dose cohort suggesting effective transfer of expTregs. However, in vitro fold expansion of expTregs varied across participants even when accounting for age and lower fold expansion and its associated gene signature were linked with better C-peptide preservation regardless of Treg dose. These results suggest that a single dose of polyclonal expTregs does not alter progression in T1D; instead, Treg quality may be an important factor."
743,7033,,,,SDY2596,,,H1N1 Infection,Infecting Mice with H1N1 viruses
744,7033,,,,SDY2597,,,Altering the Immunogenicity of Hemagglutinin Immunogens by Hyperglycosylation and Disulfide Stabilization,"Four immunogens were tested: H3X31 hgHA_shield, H3X31 hgHA_RBS, H3X31 hgHA_RBS,cys, and H3X31 hgHA_shield,cys. Each derives from H3 A/Hong Kong/1/1968."
745,7033,,,,SDY2598,,,Mutation L319Q in the PB1 Polymerase Subunit Improves Attenuation of a Candidate Live-Attenuated Influenza A Virus Vaccine.,"Here, we demonstrate the feasibility of generating an attenuated MDV based on the backbone of a contemporary pH1N1 IAV strain"
746,6661,,,,SDY2599,,,Mutations in SARS-CoV-2 variants of concern link to increased spike cleavage and virus transmission,"To understand emerging SARS-CoV-2 spike polymorphisms, in vitro and in vivo, impact on transmissibility and virus pathogenicity and fitness."
747,4,,,,SDY26,,,Identify polymorphisms associated with risk for the development of myopericarditis following smallpox vaccine,The overall goal of this contract is to identify genetic differences that increase the risk for a major adverse event associated with smallpox vaccination - myocarditis - and to determine the mechanism by which these genetic differences confer risk.
748,1885,,,,SDY260,,,The role of TLR4 and TRIF signaling in TH2 response to papain,"The role of TLR4 signaling in TH2 response to papain was measured by IL-4 and antibody production. The involvement of MyD88, TRIF, and oxidized phospholipids in the TLR4 pathway was examined. Basophil recruitment to the draining lymph node through dendritic-cell-secreted CCL7 was investigated as a component of the TLR4/TRIF pathway."
749,6661,,,,SDY2600,,,Paradoxical sex-specific patterns of autoantibody response to SARS-CoV-2 infection,To examine sex-specific autoimmune reactivity to SARS-CoV-2 in the absence of extreme clinical disease.
750,6661,,,,SDY2601,,,Nucleocapsid Antigenemia in Patients Receiving Anti-CD20 Therapy With Protracted COVID-19,To measure viral nucleocapsid antigenemia in 3 patients treated with anti-CD20 immunotherapy who acquired severe acute respiratory syndrome coronavirus 2 infection and experienced protracted symptoms.
751,6661,,,,SDY2602,,,"Rapid, high throughput, automated detection of SARS-CoV-2 neutralizing antibodies against Wuhan-WT, delta and omicron BA1, BA2 spike trimers","To develop and validate a rapid, high throughput method for measuring SARS-CoV-2 nAbs against native-like trimeric spike proteins."
752,6661,,,,SDY2603,,,"Pre-existing SARS-CoV-2 immunity influences potency, breadth, and durability of the humoral response to SARS-CoV-2 vaccination",To determine the breadth and durability of humoral immunity to SARS-CoV-2 mRNA vaccination.
753,6661,,,,SDY2604,,,Metformin inhibition of mitochondrial ATP and DNA synthesis abrogates NLRP3 inflammasome activation and pulmonary inflammation,To examine whether and how metformin inhibits inflammasome activation while exerting its anti-inflammatory effect.
754,6661,,,,SDY2605,,,Examining Bias from Differential Depletion of Susceptibles in Vaccine Effectiveness Estimates in Settings of Waning,To examine bias in model estimates of vaccine effectiveness in settings in which true waning of vaccine effectiveness occurs.
755,6661,,,,SDY2606,,,"COVID-19 mRNA vaccines drive differential antibody Fc-functional profiles in pregnant, lactating, and nonpregnant women",To determine whether pregnant and lactating women induce different antibody Fc profiles compared with nonpregnant women and to measure the transfer of vaccine-induced antibodies to neonates.
756,6661,,,,SDY2607,,,Humoral immunity to an endemic coronavirus is associated with postacute sequelae of COVID-19 in individuals with rheumatic diseases,To determine whether SARS-CoV-2- or other pathogen-specific humoral immune responses evolve in patients with postacute sequelae of COVID-19 (PASC) with preexisting systemic autoimmune rheumatic disease (SARD).
757,7033,,,,SDY2608,,,mRNA-1273 but not BNT162b2 induces antibodies against polyethylene glycol (PEG) contained in mRNA-based vaccine formulations,"It is known that some PEGylated drugs and products for human use which contain PEG are capable of eliciting immune responses that lead to to detectable PEG-specific antibodies in serum. In this study, we determined if any of the components of mRNA-1273 or BNT162b2 formulations elicited PEG-specific antibody responses in serum by enzyme linked immunosorbent assay (ELISA)"
